dataset,var,config.train,config.vars,T,alg,t_run_s,FAR,Accuracy,Kappa,AccuracyLower,AccuracyUpper,AccuracyNull,AccuracyPValue,McnemarPValue,Sensitivity,Specificity,Pos Pred Value,Neg Pred Value,Precision,Recall,F1,Prevalence,Detection Rate,Detection Prevalence,Balanced Accuracy,ROC,Sens,Spec
dacc,junin.temp_min,normal,local,1,rpart,14.566,0.18,0.9246885617,0.5920911412,0.9113784303,0.9365659009,0.8742921857,0,0,0.5135135135,0.9838082902,0.8201438849,0.9336201598,0.8201438849,0.5135135135,0.6315789474,0.1257078143,0.06455266138,0.07870894677,0.7486609018,0.9300150381,0.7435897436,0.9836260792
dacc,las_paredes.temp_min,normal,local,2,C5.0,89.368,0.19,0.8878822197,0.5576969295,0.8722350091,0.9022269903,0.8182332956,5.72E-16,8.03E-18,0.5015576324,0.9737024221,0.8090452261,0.8978940651,0.8090452261,0.5015576324,0.6192307692,0.1817667044,0.09116647792,0.1126840317,0.7376300273,0.9158642058,0.6119929453,0.9770656613
dacc,agua_amarga.temp_min,smote,all,4,rpart,49.901,0.33,0.9161473088,0.6910101727,0.9022306838,0.9286610891,0.8555240793,5.75E-15,1.24E-06,0.8274509804,0.9311258278,0.6698412698,0.9696551724,0.6698412698,0.8274509804,0.7403508772,0.1444759207,0.1195467422,0.178470255,0.8792884041,0.9506928468,0.935483871,0.929603443
dacc,la_llave.temp_min,smote,local,4,glm,31.583,0.29,0.8912181303,0.7109459764,0.8757534396,0.9053680014,0.7773371105,1.14E-35,7.08E-12,0.8778625954,0.8950437318,0.7055214724,0.9623824451,0.7055214724,0.8778625954,0.7823129252,0.2226628895,0.1954674221,0.2770538244,0.8864531636,0.9540871094,0.8681948424,0.8938053097
dacc-temp,la_llave.temp_min,smote,all,2,glm,36.554,0.32,0.8788221971,0.6836974334,0.8626869367,0.8936864654,0.7774631937,4.36E-28,1.27E-15,0.8778625954,0.8790968682,0.675146771,0.961752988,0.675146771,0.8778625954,0.7632743363,0.2225368063,0.1953567384,0.2893544734,0.8784797318,0.9486991479,0.8681948424,0.8823722149
dacc,junin.temp_min,normal,all,2,C5.0,142.154,0.25,0.9173272933,0.5651977416,0.9034956072,0.9297527142,0.8742921857,5.28E-09,1.13E-08,0.5135135135,0.975388601,0.75,0.9330855019,0.75,0.5135135135,0.6096256684,0.1257078143,0.0645526614,0.0860702152,0.7444510573,0.9576949786,0.5846153846,0.9919642857
dacc,las_paredes.temp_min,normal,all,1,C5.0,101.546,0.21,0.8844847112,0.5455859538,0.868651096,0.8990277005,0.8182332956,1.58E-14,7.97E-17,0.4953271028,0.9709342561,0.7910447761,0.896485623,0.7910447761,0.4953271028,0.6091954023,0.1817667044,0.0900339751,0.1138165345,0.7331306794,0.915326467,0.7142857143,0.9751884422
dacc,junin.temp_min,normal,local,4,C5.0,51.071,0.2,0.91898017,0.5552691257,0.9052586722,0.9312886616,0.8742209632,1.223800401E-09,0,0.4774774775,0.9825016202,0.7969924812,0.9289215686,0.7969924812,0.4774774775,0.5971830986,0.1257790368,0.06005665722,0.07535410765,0.7299895488,0.9280551294,0.7435897436,0.9788627568
dacc,la_llave.temp_min,smote,all,2,C5.0,581.949,0.34,0.8329558324,0.4716746545,0.8147258973,0.8500719593,0.7774631937,4.2E-09,4.43E-08,0.5038167939,0.9271667881,0.6644295302,0.8671662125,0.6644295302,0.5038167939,0.5730824891,0.2225368063,0.1121177803,0.1687429219,0.715491791,0.9838609282,0.9871060172,0.9596985583
dacc,junin.temp_min,normal,local,3,C5.0,41.609,0.19,0.9105322763,0.4730747441,0.896245918,0.9234366114,0.8742921857,9.566562447E-07,0,0.3783783784,0.9870466321,0.8076923077,0.916967509,0.8076923077,0.3783783784,0.5153374233,0.1257078143,0.04756511891,0.05889014723,0.6827125053,0.9248009557,0.5820512821,0.9886871093
dacc,agua_amarga.temp_min,smote,all,1,rf,2627.084,0.31,0.9201585504,0.7016698895,0.9065237015,0.9323769672,0.855605889,6.37E-17,2.55E-05,0.8235294118,0.9364659166,0.6862745098,0.9691780822,0.6862745098,0.8235294118,0.7486631016,0.144394111,0.1189127973,0.1732729332,0.8799976642,0.9978445072,1,0.9655913978
dacc-temp,agua_amarga.temp_min,smote,all,1,glm,15.927,0.38,0.9043035108,0.6738385881,0.889620638,0.9176264122,0.855605889,5.36E-10,1.8E-18,0.8941176471,0.9060225017,0.6162162162,0.9806590258,0.6162162162,0.8941176471,0.7296,0.144394111,0.1291053228,0.2095130238,0.9000700744,0.9683514197,0.9012096774,0.9035330261
dacc,tunuyan.temp_min,smote,all,1,rf,8997.997,0.18,0.9026047565,0.7773222842,0.8878168723,0.916038659,0.6874292186,1.6E-103,0.007613976643,0.8768115942,0.9143327842,0.8231292517,0.9422750424,0.8231292517,0.8768115942,0.849122807,0.3125707814,0.2740656852,0.3329558324,0.8955721892,0.9997283637,1,0.9922048998
dacc,tunuyan.temp_min,smote,all,2,rf,11541.668,0.18,0.906002265,0.7875644214,0.8914257159,0.9192128432,0.6874292186,2.55E-107,4.67E-06,0.9039855072,0.9069192751,0.8153594771,0.9540727903,0.8153594771,0.9039855072,0.8573883162,0.3125707814,0.2825594564,0.3465458664,0.9054523912,0.9998059021,1,0.9929446714
dacc,la_llave.temp_min,smote,local,3,glm,27.599,0.3,0.8873159683,0.7012118708,0.871637399,0.9016940684,0.7774631937,3.97E-33,3.73E-12,0.8727735369,0.8914785142,0.6971544715,0.9607535322,0.6971544715,0.8727735369,0.7751412429,0.2225368063,0.1942242356,0.2785956965,0.8821260255,0.9536057979,0.8595988539,0.8960996395
dacc,la_llave.temp_min,smote,all,1,glm,90.074,0.34,0.8742921857,0.6755981194,0.8579233444,0.8894056964,0.7774631937,1.3E-25,1.47E-18,0.8854961832,0.8710852149,0.6628571429,0.9637389202,0.6628571429,0.8854961832,0.7581699346,0.2225368063,0.1970554926,0.2972819932,0.878290699,0.9541655209,0.8839541547,0.8915820504
dacc,tunuyan.temp_min,normal,local,2,rf,6395.978,0.17,0.9003397508,0.7694585373,0.8854138401,0.9139196509,0.6874292186,4.77E-101,0.4070160273,0.8514492754,0.9225700165,0.8333333333,0.9317803661,0.8333333333,0.8514492754,0.8422939068,0.3125707814,0.2661381653,0.3193657984,0.8870096459,1,1,1
